<<<<<<< HEAD
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,3
2,4
2,7
2,9
2,9
2,7
2,7
2,6
2,5
2,5
2,4
2,4
2,4
2,4
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,3
2,3
2,3
2,3
2,4
2,7
2,9
3,0
2,9
2,8
2,7
2,6
2,5
2,4
2,4
2,4
2,4
2,4
2,3
2,3
2,3
2,3
=======
2021-09-19 11:28:13.937890,21
2021-09-19 11:30:13.241104,21
2021-09-19 11:31:10.643341,21
2021-09-19 11:37:45.757111,21
2021-09-19 11:38:23.540158,21
>>>>>>> 422e8c49e5731de944ab958f150478f19244dfa1
